ID,ComplaintID,ComplaintStatusID,StatusDate
2526,10996,2,26-02-19
2591,10996,9,27-02-19
2528,10997,1,26-02-19
2531,10997,4,26-02-19
2643,10997,1,01-03-19
2654,10997,4,01-03-19
3282,10997,3,19-03-19
3786,10997,4,28-03-19
3917,10997,1,01-04-19
4167,10997,3,04-04-19
4198,10997,9,04-04-19
2529,10998,2,26-02-19
2603,10998,9,28-02-19
2530,10999,2,26-02-19
2593,10999,9,27-02-19
2532,11000,2,26-02-19
2613,11000,9,28-02-19
2533,11001,1,26-02-19
2535,11001,9,26-02-19
2534,11002,2,26-02-19
2596,11002,9,27-02-19
2537,11003,1,26-02-19
2543,11003,4,26-02-19
2551,11003,9,26-02-19
2540,11004,2,26-02-19
2594,11004,9,27-02-19
2547,11005,2,26-02-19
2597,11005,9,27-02-19
2548,11006,2,26-02-19
2598,11006,9,27-02-19
2555,11007,1,26-02-19
2556,11007,4,26-02-19
2762,11007,1,06-03-19
2911,11007,9,08-03-19
2558,11008,2,26-02-19
2599,11008,9,27-02-19
2563,11009,2,27-02-19
2579,11009,9,27-02-19
2564,11010,2,27-02-19
2600,11010,9,27-02-19
2565,11011,1,25-02-19
2575,11011,4,27-02-19
2612,11011,1,28-02-19
2763,11011,3,06-03-19
3032,11011,9,13-03-19
2566,11012,2,27-02-19
2628,11012,9,01-03-19
2567,11013,1,27-02-19
2576,11013,4,27-02-19
2704,11013,1,05-03-19
3005,11013,3,13-03-19
3068,11013,9,14-03-19
2568,11014,2,27-02-19
2629,11014,9,01-03-19
2569,11015,1,27-02-19
2577,11015,4,27-02-19
2625,11015,1,01-03-19
2875,11015,3,08-03-19
2999,11015,9,13-03-19
2570,11016,2,27-02-19
2630,11016,9,01-03-19
2571,11017,1,27-02-19
2572,11017,4,27-02-19
2611,11017,1,28-02-19
3026,11017,3,13-03-19
3065,11017,4,14-03-19
3646,11017,9,26-03-19
2578,11018,2,27-02-19
2631,11018,9,01-03-19
2580,11019,1,27-02-19
2582,11019,4,27-02-19
3571,11019,1,22-03-19
3890,11019,3,29-03-19
4319,11019,9,08-04-19
2581,11020,2,27-02-19
2632,11020,9,01-03-19
2583,11021,2,27-02-19
2636,11021,9,01-03-19
2584,11022,1,27-02-19
2588,11022,4,27-02-19
2759,11022,1,06-03-19
2859,11022,4,07-03-19
4140,11022,3,03-04-19
4725,11022,9,17-04-19
2592,11023,1,27-02-19
2595,11023,4,27-02-19
2626,11023,3,01-03-19
2685,11023,9,04-03-19
2606,11024,1,28-02-19
2607,11024,4,28-02-19
3950,11024,1,01-04-19
4279,11024,3,05-04-19
4320,11024,9,08-04-19
2610,11025,2,28-02-19
2719,11025,9,05-03-19
2616,11026,2,28-02-19
2633,11026,9,01-03-19
2617,11027,2,28-02-19
2637,11027,9,01-03-19
2618,11028,2,28-02-19
2639,11028,9,01-03-19
2619,11029,2,28-02-19
2644,11029,9,01-03-19
2620,11030,2,28-02-19
2647,11030,9,01-03-19
2621,11031,2,28-02-19
2648,11031,9,01-03-19
2624,11032,2,28-02-19
2650,11032,9,01-03-19
2634,11033,2,01-03-19
2670,11033,9,04-03-19
2635,11034,1,01-03-19
2641,11034,4,01-03-19
2665,11034,1,04-03-19
2674,11034,3,04-03-19
2698,11034,9,05-03-19
2638,11035,2,01-03-19
2671,11035,9,04-03-19
2640,11036,2,01-03-19
2672,11036,9,04-03-19
2642,11037,2,01-03-19
2653,11037,9,01-03-19
2645,11038,2,01-03-19
2673,11038,9,04-03-19
2646,11039,2,01-03-19
2675,11039,9,04-03-19
2649,11040,2,01-03-19
2655,11040,9,01-03-19
2651,11041,2,01-03-19
2676,11041,9,04-03-19
2652,11042,2,01-03-19
2677,11042,9,04-03-19
2656,11043,2,01-03-19
2678,11043,9,04-03-19
2657,11044,2,01-03-19
2679,11044,9,04-03-19
2658,11045,2,01-03-19
2681,11045,9,04-03-19
2659,11046,2,01-03-19
2682,11046,9,04-03-19
2660,11047,1,01-03-19
2664,11047,4,01-03-19
3007,11047,3,13-03-19
3077,11047,4,14-03-19
3647,11047,3,26-03-19
3697,11047,9,27-03-19
2661,11048,2,01-03-19
2683,11048,9,04-03-19
2663,11049,2,01-03-19
2684,11049,9,04-03-19
2686,11050,2,04-03-19
2688,11050,9,04-03-19
2689,11051,2,04-03-19
2710,11051,9,05-03-19
2690,11052,2,04-03-19
2711,11052,9,05-03-19
2691,11053,2,04-03-19
2712,11053,9,05-03-19
2692,11054,1,04-03-19
2694,11054,9,04-03-19
2693,11055,2,04-03-19
2714,11055,9,05-03-19
2695,11056,2,04-03-19
2716,11056,9,05-03-19
2696,11057,2,04-03-19
2717,11057,9,05-03-19
2697,11058,2,04-03-19
2718,11058,9,05-03-19
2700,11059,1,04-03-19
2701,11059,9,05-03-19
2702,11060,1,05-03-19
2703,11060,4,05-03-19
2707,11060,9,05-03-19
2705,11061,1,05-03-19
2706,11061,4,05-03-19
2773,11061,1,06-03-19
3034,11061,9,13-03-19
2708,11062,1,05-03-19
2709,11062,4,05-03-19
2767,11062,3,06-03-19
2800,11062,9,07-03-19
2713,11063,1,05-03-19
2715,11063,4,05-03-19
3621,11063,1,22-03-19
3688,11063,4,27-03-19
3911,11063,9,29-03-19
2720,11064,2,05-03-19
2781,11064,9,07-03-19
2721,11065,1,05-03-19
2722,11065,9,05-03-19
2723,11066,2,05-03-19
2780,11066,9,07-03-19
2724,11067,1,05-03-19
2726,11067,4,05-03-19
3031,11067,9,13-03-19
2725,11068,2,05-03-19
2782,11068,9,07-03-19
2727,11069,2,05-03-19
2783,11069,9,07-03-19
2728,11070,2,05-03-19
2784,11070,9,07-03-19
2729,11071,2,05-03-19
2785,11071,9,07-03-19
2730,11072,2,05-03-19
2786,11072,9,07-03-19
2731,11073,2,05-03-19
2789,11073,9,07-03-19
2732,11074,2,05-03-19
2791,11074,9,07-03-19
2733,11075,2,05-03-19
2794,11075,9,07-03-19
2734,11076,2,05-03-19
2796,11076,9,07-03-19
2735,11077,2,05-03-19
2797,11077,9,07-03-19
2736,11078,2,05-03-19
2799,11078,9,07-03-19
2737,11079,2,05-03-19
2801,11079,9,07-03-19
2738,11080,2,05-03-19
2802,11080,9,07-03-19
2739,11081,2,05-03-19
2804,11081,9,07-03-19
2740,11082,2,05-03-19
4391,11082,9,09-04-19
2741,11083,2,05-03-19
3659,11083,9,26-03-19
2742,11088,1,05-03-19
2743,11088,4,06-03-19
2754,11088,1,06-03-19
2760,11088,9,06-03-19
2744,11089,1,05-03-19
2745,11089,4,06-03-19
2757,11089,1,06-03-19
2758,11089,9,06-03-19
2746,11090,2,06-03-19
2816,11090,9,07-03-19
2747,11091,2,06-03-19
2814,11091,9,07-03-19
2749,11092,2,06-03-19
2812,11092,9,07-03-19
2750,11093,2,06-03-19
2805,11093,9,07-03-19
2751,11094,2,06-03-19
2809,11094,9,07-03-19
2752,11095,2,06-03-19
2806,11095,9,07-03-19
2753,11096,2,06-03-19
3661,11096,9,26-03-19
2755,11097,2,06-03-19
2818,11097,9,07-03-19
2756,11098,2,06-03-19
3670,11098,9,26-03-19
2761,11099,2,06-03-19
2768,11099,9,06-03-19
2764,11100,1,06-03-19
2766,11100,9,06-03-19
2765,11101,2,06-03-19
3665,11101,9,26-03-19
2769,11102,2,06-03-19
3349,11102,9,20-03-19
2770,11103,2,06-03-19
2820,11103,9,07-03-19
2771,11104,2,06-03-19
2819,11104,9,07-03-19
2774,11105,2,06-03-19
2822,11105,9,07-03-19
2775,11106,2,06-03-19
2823,11106,9,07-03-19
2776,11107,2,06-03-19
2827,11107,9,07-03-19
2777,11108,2,06-03-19
2826,11108,9,07-03-19
2778,11109,1,05-03-19
2779,11109,4,07-03-19
2821,11109,1,07-03-19
2848,11109,4,07-03-19
3066,11109,1,14-03-19
3171,11109,3,18-03-19
4724,11109,9,17-04-19
2787,11110,1,22-02-19
2790,11110,4,07-03-19
3406,11110,1,20-03-19
3566,11110,9,22-03-19
2788,11111,2,07-03-19
2893,11111,9,08-03-19
2792,11112,2,07-03-19
2894,11112,9,08-03-19
2795,11113,2,07-03-19
2895,11113,9,08-03-19
2798,11114,2,07-03-19
2846,11114,9,07-03-19
2803,11115,2,07-03-19
2896,11115,9,08-03-19
2807,11116,2,07-03-19
2897,11116,9,08-03-19
2808,11117,1,06-03-19
2811,11117,4,07-03-19
2883,11117,1,08-03-19
3273,11117,3,19-03-19
4340,11117,9,08-04-19
2810,11118,2,07-03-19
2898,11118,9,08-03-19
2815,11119,2,07-03-19
2899,11119,9,08-03-19
2817,11120,2,07-03-19
2847,11120,9,07-03-19
2824,11121,1,07-03-19
2839,11121,3,07-03-19
2998,11121,1,13-03-19
3014,11121,3,13-03-19
3156,11121,9,15-03-19
2825,11122,2,07-03-19
2900,11122,9,08-03-19
2829,11123,2,07-03-19
2901,11123,9,08-03-19
2830,11124,2,07-03-19
2902,11124,9,08-03-19
2831,11125,2,07-03-19
2903,11125,9,08-03-19
2832,11126,2,07-03-19
2904,11126,9,08-03-19
2833,11127,2,07-03-19
2905,11127,9,08-03-19
2834,11128,2,07-03-19
2906,11128,9,08-03-19
2835,11129,1,07-03-19
2841,11129,4,07-03-19
2974,11129,9,12-03-19
2836,11130,2,07-03-19
2907,11130,9,08-03-19
2837,11131,2,07-03-19
2908,11131,9,08-03-19
2838,11132,2,07-03-19
2909,11132,9,08-03-19
2840,11133,2,07-03-19
2910,11133,9,08-03-19
2842,11134,2,07-03-19
2912,11134,9,08-03-19
2843,11135,1,07-03-19
2845,11135,4,07-03-19
2968,11135,3,12-03-19
3067,11135,9,14-03-19
2844,11136,2,07-03-19
2915,11136,9,12-03-19
2849,11137,1,07-03-19
2850,11137,4,07-03-19
2876,11137,1,08-03-19
2886,11137,9,08-03-19
2851,11138,1,07-03-19
2913,11138,9,08-03-19
2852,11139,2,07-03-19
2858,11139,9,07-03-19
2853,11140,2,07-03-19
2916,11140,9,12-03-19
2854,11141,2,07-03-19
2917,11141,9,12-03-19
2855,11142,2,07-03-19
2918,11142,9,12-03-19
2856,11143,2,07-03-19
2881,11143,9,08-03-19
2857,11144,2,07-03-19
2919,11144,9,12-03-19
2860,11145,2,07-03-19
2920,11145,9,12-03-19
2861,11149,2,07-03-19
2921,11149,9,12-03-19
2862,11150,2,07-03-19
2924,11150,9,12-03-19
2863,11151,2,07-03-19
2925,11151,9,12-03-19
2864,11152,2,07-03-19
2926,11152,9,12-03-19
2865,11153,2,07-03-19
2927,11153,9,12-03-19
2866,11154,2,07-03-19
2928,11154,9,12-03-19
2867,11155,2,07-03-19
2929,11155,9,12-03-19
2868,11156,2,07-03-19
2930,11156,9,12-03-19
2869,11157,2,07-03-19
2932,11157,9,12-03-19
2870,11158,2,07-03-19
2933,11158,9,12-03-19
2871,11159,2,07-03-19
2934,11159,9,12-03-19
2872,11160,2,07-03-19
2935,11160,9,12-03-19
2874,11161,2,08-03-19
3666,11161,9,26-03-19
2878,11162,2,08-03-19
2960,11162,9,12-03-19
2880,11163,2,08-03-19
2961,11163,9,12-03-19
2882,11164,2,08-03-19
2962,11164,9,12-03-19
2884,11165,2,08-03-19
2963,11165,9,12-03-19
2885,11166,2,08-03-19
2964,11166,9,12-03-19
2887,11167,2,08-03-19
2965,11167,9,12-03-19
2888,11168,2,08-03-19
4272,11168,9,05-04-19
2889,11169,2,08-03-19
2966,11169,9,12-03-19
2890,11170,2,08-03-19
2969,11170,9,12-03-19
2891,11171,2,08-03-19
2940,11171,9,12-03-19
2914,11172,1,08-03-19
3002,11172,9,13-03-19
2931,11173,1,12-03-19
2937,11173,4,12-03-19
3078,11173,1,14-03-19
3135,11173,3,15-03-19
4338,11173,9,08-04-19
2936,11174,1,12-03-19
2938,11174,4,12-03-19
3324,11174,1,20-03-19
3643,11174,3,26-03-19
3748,11174,9,28-03-19
2939,11175,2,12-03-19
3277,11175,9,19-03-19
2941,11176,1,12-03-19
2942,11176,4,12-03-19
3570,11176,1,22-03-19
3910,11176,3,29-03-19
4412,11176,4,09-04-19
4869,11176,9,18-04-19
2943,11177,2,12-03-19
3276,11177,9,19-03-19
2945,11178,2,12-03-19
3246,11178,9,18-03-19
2946,11179,2,12-03-19
3243,11179,9,18-03-19
2947,11180,2,12-03-19
3195,11180,9,18-03-19
2948,11181,2,12-03-19
2983,11181,9,12-03-19
2949,11182,2,12-03-19
3241,11182,9,18-03-19
2950,11183,2,12-03-19
3240,11183,9,18-03-19
2951,11184,2,12-03-19
3237,11184,9,18-03-19
2952,11185,2,12-03-19
3232,11185,9,18-03-19
2953,11186,2,12-03-19
3226,11186,9,18-03-19
2954,11187,2,12-03-19
3215,11187,9,18-03-19
2955,11188,2,12-03-19
3208,11188,9,18-03-19
2956,11189,2,12-03-19
3181,11189,9,18-03-19
2957,11190,2,12-03-19
3182,11190,9,18-03-19
2958,11191,2,12-03-19
3194,11191,9,18-03-19
2959,11192,2,12-03-19
3192,11192,9,18-03-19
2967,11193,2,12-03-19
3191,11193,9,18-03-19
2970,11194,2,12-03-19
3266,11194,9,19-03-19
2971,11195,2,12-03-19
3264,11195,9,19-03-19
2972,11196,2,12-03-19
3668,11196,9,26-03-19
2973,11197,2,12-03-19
3263,11197,9,19-03-19
2975,11198,2,12-03-19
3262,11198,9,19-03-19
2976,11199,2,12-03-19
3261,11199,9,19-03-19
2977,11200,2,12-03-19
3218,11200,9,18-03-19
2978,11201,2,12-03-19
3212,11201,9,18-03-19
2979,11202,2,12-03-19
3207,11202,9,18-03-19
2980,11203,2,12-03-19
3423,11203,9,20-03-19
2981,11204,2,12-03-19
3424,11204,9,20-03-19
2982,11205,2,12-03-19
3202,11205,9,18-03-19
2984,11206,2,12-03-19
3199,11206,9,18-03-19
2985,11207,2,12-03-19
3197,11207,9,18-03-19
2986,11208,2,12-03-19
3304,11208,9,19-03-19
2987,11209,2,12-03-19
3301,11209,9,19-03-19
2988,11210,2,12-03-19
3299,11210,9,19-03-19
2989,11211,2,12-03-19
3210,11211,9,18-03-19
2990,11212,2,12-03-19
3297,11212,9,19-03-19
2991,11213,2,12-03-19
3292,11213,9,19-03-19
2992,11214,2,12-03-19
3284,11214,9,19-03-19
2993,11215,2,12-03-19
3287,11215,9,19-03-19
2994,11216,2,12-03-19
3283,11216,9,19-03-19
2995,11217,2,12-03-19
3281,11217,9,19-03-19
2996,11218,2,12-03-19
3280,11218,9,19-03-19
2997,11219,2,12-03-19
3278,11219,9,19-03-19
3000,11220,1,12-03-19
3003,11220,9,13-03-19
3001,11221,1,12-03-19
3004,11221,9,13-03-19
3006,11222,2,13-03-19
3203,11222,9,18-03-19
3008,11223,2,13-03-19
3201,11223,9,18-03-19
3009,11224,2,13-03-19
3200,11224,9,18-03-19
3010,11225,2,13-03-19
3198,11225,9,18-03-19
3011,11226,2,13-03-19
3196,11226,9,18-03-19
3012,11227,2,13-03-19
3238,11227,9,18-03-19
3013,11228,2,13-03-19
3236,11228,9,18-03-19
3015,11229,2,13-03-19
3234,11229,9,18-03-19
3016,11230,2,13-03-19
3231,11230,9,18-03-19
3017,11231,2,13-03-19
3229,11231,9,18-03-19
3018,11232,2,13-03-19
3228,11232,9,18-03-19
3019,11233,2,13-03-19
3227,11233,9,18-03-19
3020,11234,2,13-03-19
3224,11234,9,18-03-19
3021,11235,2,13-03-19
3222,11235,9,18-03-19
3022,11236,2,13-03-19
3221,11236,9,18-03-19
3023,11237,2,13-03-19
3217,11237,9,18-03-19
3024,11238,2,13-03-19
3360,11238,9,20-03-19
3025,11239,2,13-03-19
3214,11239,9,18-03-19
3027,11240,2,13-03-19
3211,11240,9,18-03-19
3028,11241,2,13-03-19
3209,11241,9,18-03-19
3029,11242,2,13-03-19
3206,11242,9,18-03-19
3030,11243,2,13-03-19
3205,11243,9,18-03-19
3035,11244,1,12-03-19
3076,11244,4,14-03-19
3125,11244,1,15-03-19
3173,11244,3,18-03-19
4337,11244,9,08-04-19
3036,11245,2,13-03-19
3640,11245,9,26-03-19
3037,11246,2,13-03-19
3204,11246,9,18-03-19
3038,11247,2,13-03-19
3193,11247,9,18-03-19
3039,11248,2,13-03-19
3190,11248,9,18-03-19
3040,11249,2,13-03-19
3189,11249,9,18-03-19
3041,11250,2,13-03-19
3188,11250,9,18-03-19
3042,11251,2,13-03-19
3187,11251,9,18-03-19
3043,11252,2,13-03-19
3185,11252,9,18-03-19
3044,11253,2,13-03-19
3184,11253,9,18-03-19
3045,11254,2,13-03-19
3183,11254,9,18-03-19
3046,11255,2,13-03-19
3180,11255,9,18-03-19
3047,11256,2,13-03-19
3239,11256,9,18-03-19
3048,11257,2,13-03-19
3235,11257,9,18-03-19
3049,11258,2,13-03-19
3233,11258,9,18-03-19
3050,11259,2,13-03-19
3230,11259,9,18-03-19
3051,11260,2,13-03-19
3225,11260,9,18-03-19
3053,11261,2,13-03-19
3091,11261,9,14-03-19
3054,11262,2,13-03-19
3178,11262,9,18-03-19
3055,11263,2,13-03-19
3223,11263,9,18-03-19
3056,11264,2,13-03-19
3220,11264,9,18-03-19
3057,11265,2,13-03-19
3219,11265,9,18-03-19
3058,11266,2,13-03-19
3216,11266,9,18-03-19
3059,11267,2,13-03-19
3213,11267,9,18-03-19
3060,11268,1,13-03-19
3093,11268,3,14-03-19
3141,11268,9,15-03-19
3061,11269,1,13-03-19
3186,11269,9,18-03-19
3062,11270,1,13-03-19
3602,11270,3,22-03-19
4201,11270,9,04-04-19
3063,11271,2,14-03-19
3401,11271,9,20-03-19
3064,11272,2,14-03-19
3403,11272,9,20-03-19
3069,11273,2,14-03-19
3410,11273,9,20-03-19
3070,11274,2,14-03-19
3124,11274,9,15-03-19
3071,11275,2,14-03-19
3328,11275,9,20-03-19
3072,11276,2,14-03-19
3491,11276,9,21-03-19
3073,11277,2,14-03-19
3490,11277,9,21-03-19
3074,11278,2,14-03-19
3489,11278,9,21-03-19
3075,11279,2,14-03-19
3488,11279,9,21-03-19
3079,11280,2,14-03-19
3487,11280,9,21-03-19
3080,11281,2,14-03-19
3486,11281,9,21-03-19
3081,11282,2,14-03-19
3485,11282,9,21-03-19
3082,11283,2,14-03-19
3484,11283,9,21-03-19
3083,11284,2,14-03-19
3483,11284,9,21-03-19
3084,11285,2,14-03-19
3482,11285,9,21-03-19
3085,11286,2,14-03-19
3327,11286,9,20-03-19
3086,11287,2,14-03-19
3481,11287,9,21-03-19
3087,11288,2,14-03-19
3451,11288,9,20-03-19
3088,11289,2,14-03-19
3449,11289,9,20-03-19
3089,11290,2,14-03-19
3446,11290,9,20-03-19
3090,11291,2,14-03-19
3552,11291,9,21-03-19
3092,11292,2,14-03-19
3130,11292,9,15-03-19
3139,11292,2,15-03-19
3439,11292,9,20-03-19
3094,11293,2,14-03-19
3412,11293,9,20-03-19
3095,11294,2,14-03-19
3492,11294,9,21-03-19
3096,11295,2,14-03-19
3378,11295,9,20-03-19
3098,11296,1,14-03-19
3100,11296,4,14-03-19
3269,11296,1,19-03-19
4292,11296,3,05-04-19
4413,11296,9,09-04-19
3099,11297,2,14-03-19
3362,11297,9,20-03-19
3101,11298,2,14-03-19
3674,11298,9,26-03-19
3102,11299,2,14-03-19
3358,11299,9,20-03-19
3103,11300,2,14-03-19
3353,11300,9,20-03-19
3104,11301,2,14-03-19
3407,11301,9,20-03-19
3105,11302,1,14-03-19
3123,11302,4,15-03-19
3146,11302,1,15-03-19
3275,11302,3,19-03-19
4419,11302,9,10-04-19
3106,11303,2,14-03-19
3504,11303,9,21-03-19
3107,11304,2,14-03-19
3359,11304,9,20-03-19
3108,11305,2,14-03-19
3505,11305,9,21-03-19
3109,11306,2,14-03-19
3506,11306,9,21-03-19
3110,11307,2,14-03-19
3361,11307,9,20-03-19
3111,11308,2,14-03-19
3357,11308,9,20-03-19
3112,11309,2,14-03-19
3352,11309,9,20-03-19
3113,11310,2,14-03-19
3351,11310,9,20-03-19
3114,11311,2,14-03-19
3348,11311,9,20-03-19
3115,11312,2,14-03-19
3346,11312,9,20-03-19
3116,11313,2,14-03-19
3507,11313,9,21-03-19
3117,11314,2,14-03-19
3340,11314,9,20-03-19
3118,11315,2,14-03-19
3337,11315,9,20-03-19
3119,11316,2,14-03-19
3336,11316,9,20-03-19
3120,11317,2,14-03-19
3331,11317,9,20-03-19
3121,11318,2,14-03-19
3329,11318,9,20-03-19
3122,11319,2,15-03-19
3161,11319,9,18-03-19
3126,11320,1,14-03-19
3127,11320,4,15-03-19
3143,11320,1,15-03-19
4334,11320,3,08-04-19
4452,11320,9,10-04-19
3128,11321,2,15-03-19
3364,11321,9,20-03-19
3129,11322,1,15-03-19
3700,11322,4,27-03-19
4175,11322,3,04-04-19
4675,11322,9,16-04-19
3131,11323,2,15-03-19
3166,11323,9,18-03-19
3132,11324,2,15-03-19
3165,11324,9,18-03-19
3133,11325,1,15-03-19
3175,11325,3,18-03-19
4551,11325,9,12-04-19
3134,11326,1,14-03-19
3136,11326,4,15-03-19
4885,11326,3,18-04-19
4926,11326,9,19-04-19
3137,11327,2,15-03-19
3366,11327,9,20-03-19
3138,11328,2,15-03-19
3370,11328,9,20-03-19
3140,11332,2,15-03-19
3369,11332,9,20-03-19
3142,11336,2,15-03-19
3367,11336,9,20-03-19
3144,11337,2,15-03-19
3894,11337,9,29-03-19
3145,11338,2,15-03-19
3372,11338,9,20-03-19
3147,11339,2,15-03-19
3376,11339,9,20-03-19
3149,11340,2,15-03-19
3380,11340,9,20-03-19
3150,11341,2,15-03-19
3384,11341,9,20-03-19
3151,11342,2,15-03-19
3381,11342,9,20-03-19
3152,11343,2,15-03-19
3386,11343,9,20-03-19
3153,11344,2,15-03-19
3174,11344,9,18-03-19
3154,11345,2,15-03-19
3388,11345,9,20-03-19
3155,11347,2,15-03-19
3390,11347,9,20-03-19
3157,11348,2,15-03-19
3392,11348,9,20-03-19
3158,11349,2,15-03-19
3394,11349,9,20-03-19
3159,11350,2,15-03-19
3398,11350,9,20-03-19
3160,11351,2,15-03-19
3396,11351,9,20-03-19
3163,11352,1,14-03-19
3167,11352,4,18-03-19
3172,11352,1,18-03-19
4027,11352,3,02-04-19
4208,11352,9,04-04-19
3164,11353,1,15-03-19
3170,11353,4,18-03-19
3268,11353,1,19-03-19
3272,11353,4,19-03-19
3749,11353,1,28-03-19
3757,11353,4,28-03-19
4168,11353,9,04-04-19
3168,11354,1,15-03-19
3169,11354,4,18-03-19
3274,11354,9,19-03-19
3176,11355,2,18-03-19
3663,11355,9,26-03-19
3177,11356,1,18-03-19
3179,11356,4,18-03-19
3265,11356,1,19-03-19
3271,11356,3,19-03-19
4480,11356,9,11-04-19
3242,11357,2,18-03-19
3332,11357,9,20-03-19
3244,11358,2,18-03-19
3333,11358,9,20-03-19
3245,11359,2,18-03-19
3334,11359,9,20-03-19
3247,11360,1,18-03-19
3249,11360,4,18-03-19
3751,11360,1,28-03-19
3935,11360,4,01-04-19
4141,11360,3,03-04-19
5360,11360,9,02-05-19
3248,11361,2,18-03-19
3335,11361,9,20-03-19
3250,11362,2,18-03-19
3339,11362,9,20-03-19
3251,11363,2,18-03-19
3338,11363,9,20-03-19
3252,11364,2,18-03-19
3341,11364,9,20-03-19
3253,11365,2,18-03-19
3342,11365,9,20-03-19
3254,11366,2,18-03-19
3343,11366,9,20-03-19
3255,11367,2,18-03-19
3344,11367,9,20-03-19
3256,11368,2,18-03-19
3350,11368,9,20-03-19
3257,11369,2,18-03-19
3354,11369,9,20-03-19
3258,11370,2,18-03-19
3355,11370,9,20-03-19
3259,11371,2,18-03-19
3356,11371,9,20-03-19
3260,11372,1,15-03-19
3692,11372,9,27-03-19
3267,11373,1,18-03-19
3270,11373,9,19-03-19
3285,11374,2,19-03-19
3629,11374,9,22-03-19
3286,11375,2,19-03-19
3628,11375,9,22-03-19
3288,11376,2,19-03-19
3627,11376,9,22-03-19
3289,11377,2,19-03-19
3626,11377,9,22-03-19
3290,11378,2,19-03-19
3625,11378,9,22-03-19
3291,11379,2,19-03-19
3624,11379,9,22-03-19
3293,11380,2,19-03-19
3623,11380,9,22-03-19
3294,11381,2,19-03-19
3973,11381,9,01-04-19
3295,11382,2,19-03-19
3310,11382,9,19-03-19
3296,11383,2,19-03-19
3330,11383,9,20-03-19
3298,11384,2,19-03-19
3978,11384,9,01-04-19
3300,11385,2,19-03-19
3977,11385,9,01-04-19
3302,11386,2,19-03-19
3976,11386,9,01-04-19
3303,11387,2,19-03-19
3562,11387,9,21-03-19
3305,11388,2,19-03-19
3560,11388,9,21-03-19
3306,11389,2,19-03-19
3515,11389,9,21-03-19
3307,11390,2,19-03-19
3514,11390,9,21-03-19
3308,11391,2,19-03-19
3513,11391,9,21-03-19
3309,11392,2,19-03-19
3511,11392,9,21-03-19
3311,11393,2,19-03-19
3510,11393,9,21-03-19
3312,11394,2,19-03-19
3509,11394,9,21-03-19
3313,11395,2,19-03-19
3508,11395,9,21-03-19
3314,11396,2,19-03-19
3503,11396,9,21-03-19
3315,11397,2,19-03-19
3502,11397,9,21-03-19
3316,11398,2,19-03-19
3501,11398,9,21-03-19
3317,11399,2,19-03-19
3500,11399,9,21-03-19
3318,11400,2,19-03-19
3499,11400,9,21-03-19
3319,11401,2,19-03-19
3498,11401,9,21-03-19
3320,11402,2,19-03-19
3496,11402,9,21-03-19
3321,11403,2,19-03-19
3495,11403,9,21-03-19
3322,11404,2,19-03-19
3494,11404,9,21-03-19
3325,11405,1,19-03-19
3326,11405,9,20-03-19
3345,11406,2,20-03-19
3913,11406,9,01-04-19
3347,11407,2,20-03-19
3671,11407,9,26-03-19
3363,11408,2,20-03-19
3699,11408,9,27-03-19
3365,11409,2,20-03-19
3673,11409,9,26-03-19
3368,11410,2,20-03-19
3672,11410,9,26-03-19
3371,11411,2,20-03-19
3512,11411,9,21-03-19
3373,11412,2,20-03-19
3669,11412,9,26-03-19
3374,11413,2,20-03-19
3667,11413,9,26-03-19
3375,11414,2,20-03-19
3664,11414,9,26-03-19
3377,11415,2,20-03-19
3662,11415,9,26-03-19
3379,11416,2,20-03-19
3660,11416,9,26-03-19
3382,11417,2,20-03-19
3575,11417,9,22-03-19
3383,11418,2,20-03-19
3658,11418,9,26-03-19
3385,11419,2,20-03-19
3637,11419,9,22-03-19
3387,11420,2,20-03-19
3657,11420,9,26-03-19
3389,11421,2,20-03-19
3656,11421,9,26-03-19
3391,11422,2,20-03-19
3655,11422,9,26-03-19
3393,11423,2,20-03-19
3653,11423,9,26-03-19
3395,11424,2,20-03-19
3651,11424,9,26-03-19
3397,11425,2,20-03-19
3650,11425,9,26-03-19
3399,11426,2,20-03-19
3576,11426,9,22-03-19
3400,11427,2,20-03-19
3649,11427,9,26-03-19
3402,11428,2,20-03-19
3638,11428,9,22-03-19
3404,11429,2,20-03-19
3636,11429,9,22-03-19
3405,11430,2,20-03-19
3635,11430,9,22-03-19
3408,11431,2,20-03-19
3634,11431,9,22-03-19
3409,11432,2,20-03-19
3633,11432,9,22-03-19
3411,11433,2,20-03-19
3632,11433,9,22-03-19
3413,11435,2,20-03-19
3975,11435,9,01-04-19
3414,11436,2,20-03-19
3631,11436,9,22-03-19
3415,11437,2,20-03-19
3630,11437,9,22-03-19
3416,11438,2,20-03-19
3979,11438,9,01-04-19
3417,11439,2,20-03-19
3814,11439,9,28-03-19
3418,11440,2,20-03-19
3809,11440,9,28-03-19
3419,11441,2,20-03-19
3805,11441,9,28-03-19
3420,11442,2,20-03-19
3802,11442,9,28-03-19
3421,11443,2,20-03-19
3796,11443,9,28-03-19
3422,11444,2,20-03-19
3794,11444,9,28-03-19
3425,11445,2,20-03-19
3781,11445,9,28-03-19
3426,11446,2,20-03-19
3912,11446,9,29-03-19
3427,11447,2,20-03-19
3745,11447,9,28-03-19
3428,11448,2,20-03-19
3817,11448,9,28-03-19
3429,11449,2,20-03-19
3744,11449,9,28-03-19
